unnamed:_0,show_id,type,title,director,cast,date_added,release_year,rating,listed_in,description,budget,production_company_track_record,director_success,cast_popularity,genre_trend,release_season,marketing_budget,imdbrating,imdbvotes,duration_minutes,duration_seasons,main_cast,description_tokens,keywords,votes_log,rating_z,votes_z,popularity_score,popularity_zscore,popularity_cluster,popularity_kmeans,popularity
290,s291,0,untold: malice at the palace,floyd russ,Nan,2021-08-10,2021,10,"documentaries, sports movies","Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",49606933,55,72,45,trending,2,-0.5148249161134472,7.5,9658.0,70.0,0.0,Nan,"['key', 'figur', 'infam', '2004', 'incid', 'player', 'fan', 'nba', 'game', 'michigan', 'discuss', 'fight,', 'fallout', 'last', 'legacy.']","['game', 'young', 'help', 'film', 'finds']",9.175645402179295,1.0188760406651522,0.31596105389773954,0.6674185472814459,1,0,1,1
307,s308,0,aftermath,peter winther,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross Mccall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",2021-08-04,2021,10,horror movies,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",70374588,56,85,75,stable,2,0.8123583318426145,5.3,19450.0,115.0,0.0,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper","['desper', 'save', 'marriage,', 'young', 'coupl', 'take', 'deal', 'move', 'dream', 'home,', 'disturb', 'event', 'reveal', ""house'"", 'troubl', 'history.']","['house', 'couple', 'history', 'save', 'takes', 'home', 'young']",9.875653761606692,-0.8612369884149703,0.6258740906196706,-0.11768144889764987,0,0,1,0
310,s311,1,cocaine cowboys: the kings of miami,billy corben,Nan,2021-08-04,2021,10,"crime tv shows, docuseries",Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades.,5163404,57,40,38,stable,2,-1.0455478489661312,7.1,3310.0,0.0,1.0,Nan,"['two', 'childhood', 'friend', 'go', 'high', 'school', 'dropout', 'power', 'drug', 'kingpin', 'miami', 'true', 'stori', 'crime', 'saga', 'span', 'decades.']","['drug', 'crime', 'true', 'story', 'friends', 'school', 'high']",8.105005537547246,0.6770373081051296,-0.15804078795896445,0.2594982600730826,0,0,1,0
312,s313,1,cooking with paris,nan,Paris Hilton,2021-08-04,2021,10,reality tv,"With an anyone-can-cook attitude, Paris Hilton adds her own flair to every dish. Fun is just one edible glitter bomb away on this unique cooking show.",5621666,73,64,47,stable,2,-0.9579095908950456,5.4,1236.0,0.0,1.0,Paris Hilton,"['anyone-can-cook', 'attitude,', 'pari', 'hilton', 'add', 'flair', 'everi', 'dish.', 'fun', 'one', 'edibl', 'glitter', 'bomb', 'away', 'uniqu', 'cook', 'show.']","['fun', 'young', 'help', 'film', 'finds']",7.1204443723924875,-0.7757773052749642,-0.5939332118454269,-0.6848552585601956,0,1,0,0
317,s318,0,pray away,kristine stolakis,Nan,2021-08-03,2021,6,"documentaries, lgbtq movies","Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence.",145598145,53,96,64,trending,2,1.9227360329074836,6.5,3654.0,102.0,0.0,Nan,"['ex-lead', 'survivor', 'so-cal', '""convers', 'therapy""', 'movement', 'speak', 'harm', 'lgbtq+', 'commun', 'devast', 'persistence.']","['ex', 'help', 'film', 'finds', 'follows']",8.203851372183879,0.16427920926509657,-0.11427900659308081,0.025000101336007878,0,1,0,0
323,s324,1,30 rock,nan,"Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack Mcbrayer, Scott Adsit, Judah Friedlander, Katrina Bowden, Keith Powell, Lonny Ross, John Lutz, Kevin Brown, Grizz Chapman, Maulik Pancholy",2021-08-01,2012,8,tv comedies,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.,2675097,86,74,96,trending,2,-1.0955565563504486,8.4,10.0,0.0,7.0,"Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack Mcbrayer","['liz', 'lemon', 'juggl', 'demand', 'run', 'nbc', 'sketch', 'comedi', 'show', 'tri', 'fix', 'disast', 'person', 'life', 'eat', 'night', 'cheese.']","['personal', 'comedy', 'life', 'help', 'finds']",2.3978952727983707,1.7880131889252024,-2.684736147000137,-0.44836147903746726,0,1,0,0
334,s335,0,five feet apart,justin baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Cynthia Evans",2021-08-01,2019,6,"dramas, romantic movies",A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.,102049441,50,58,75,trending,2,0.6558007664088424,7.2,90661.0,116.0,0.0,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra","['teen', 'cystic', 'fibrosi', 'shake', 'daili', 'routin', 'challeng', 'hospit', 'protocol', 'fall', 'fellow', 'patient.']","['teen', 'young', 'group', 'film', 'finds']",11.414893584697133,0.7624969912451356,1.3073380780033284,1.034917534624232,1,0,1,1
335,s336,0,freedomland,joe roth,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe, Aunjanue Ellis, Anthony Mackie, Latanya Richardson Jackson, Clarke Peters, Peter Friedman, Domenick Lombardozzi",2021-08-01,2006,7,"dramas, thrillers","When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.",118096181,53,74,100,trending,2,0.005807300983893543,5.2,17391.0,113.0,0.0,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe","['woman', 'report', 'infant', 'son', 'kidnap', 'black', 'man,', 'african', 'american', 'detect', 'white', 'activist', 'team', 'dig', 'details.']","['son', 'team', 'american', 'woman', 'man']",9.763765609360991,-0.9466966715549755,0.5763381149864147,-0.18517927828428038,0,1,0,0
346,s347,0,pineapple express,david gordon green,"Seth Rogen, James Franco, Danny Mcbride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard",2021-08-01,2008,7,"action & adventure, comedies","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",77812060,95,84,63,trending,2,0.2767181086275691,6.9,363369.0,112.0,0.0,"Seth Rogen, James Franco, Danny Mcbride, Kevin Corrigan, Craig Robinson","['wit', 'murder,', 'perpetu', 'stone', 'process', 'server', 'good-natur', 'dealer', 'go', 'run', 'drug', 'lord', ""who'"", 'kill', 'them.']","['murder', 'drug', 'young', 'help', 'finds']",12.803176877876588,0.506117941825119,1.9219694397937903,1.2140436908094547,1,0,1,1
349,s350,0,seabiscuit,gary ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David Mccullough, Kingston Ducoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey",2021-08-01,2003,6,"dramas, sports movies",An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.,121817018,74,61,100,trending,2,-0.04248650703658766,7.3,77696.0,141.0,0.0,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens","['ungainly-look', 'colt', 'becom', 'win', 'thoroughbr', 'depression-era', 'drama', 'base', 'true', 'stori', 'champion', 'racehors', 'seabiscuit.']","['drama', 'based', 'true', 'story', 'young']",11.260571925571742,0.8479566743851409,1.2390156167535256,1.0434861455693332,1,0,1,1
353,s354,0,the haunting in connecticut 2: ghosts of georgia,tom elkins,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind, Cicely Tyson, Andrea Frankle, Brad James, Lance E. Nichols",2021-08-01,2013,7,horror movies,A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.,96745169,57,61,99,stable,2,-0.5166940991663158,5.3,18530.0,101.0,0.0,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind, Cicely Tyson","[""couple'"", 'georgia', 'dream', 'home', 'becom', 'live', 'nightmar', 'daughter', 'begin', 'frighten', 'vision', ""property'"", 'terribl', 'past.']","['couple', 'past', 'begins', 'daughter', 'home']",9.82720028436401,-0.8612369884149703,0.6044223978366013,-0.1284072952891845,0,0,1,0
355,s356,0,the lincoln lawyer,brad furman,"Matthew Mcconaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher",2021-08-01,2011,7,"dramas, thrillers",A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.,138742404,66,67,99,trending,2,1.284641596554058,7.3,260129.0,118.0,0.0,"Matthew Mcconaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña","['street-wis', 'defens', 'lawyer', 'oper', 'back', 'seat', 'lincoln', 'land', 'high-profil', 'case', 'soon', 'put', 'famili', 'danger.']","['soon', 'high', 'family', 'group', 'film']",12.468936785039316,0.8479566743851409,1.7739921181370157,1.3109743962610783,1,0,1,1
360,s361,0,valentine's day,garry marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley Maclaine, Emma Roberts, Julia Roberts, Taylor Swift",2021-08-01,2010,6,"comedies, romantic movies",The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.,133316229,96,48,100,trending,2,1.7127979181902193,5.7,126711.0,125.0,0.0,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane","['tripwir', 'modern', 'love', 'expos', 'carousel', 'involv', 'relationship', 'singl', 'life', 'romant', 'day', 'year:', 'februari', '14.']","['day', 'year', 'love', 'life', 'group']",11.749672073742257,-0.5193982558549477,1.455553762533186,0.46807775333911916,0,0,1,0
361,s362,1,charmed,nan,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie",2021-07-31,2021,8,"tv dramas, tv sci-fi & fantasy","After their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy.",5960569,70,69,79,trending,2,-1.0764804228307214,6.5,48.0,0.0,3.0,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain","['mother’', 'tragic', 'death,', 'trio', 'sister', 'bond', 'newfound', 'powers,', 'vanquish', 'demon', 'band', 'togeth', 'defend', 'magic', 'legacy.']","['death', 'mother', 'help', 'finds', 'follows']",3.8918202981106265,0.16427920926509657,-2.0233342723023404,-0.9295275315186219,0,1,0,0
378,s379,0,fantastic fungi,louie schwartzberg,Nan,2021-07-28,2019,8,documentaries,"Delve into the magical world of fungi, from mushrooms that clear oil spills to underground fungal networks that help trees communicate.",105573602,83,92,61,trending,2,1.8728657388848116,7.4,12100.0,81.0,0.0,Nan,"['delv', 'magic', 'world', 'fungi,', 'mushroom', 'clear', 'oil', 'spill', 'underground', 'fungal', 'network', 'help', 'tree', 'communicate.']","['help', 'world', 'young', 'film', 'finds']",9.401043372798053,0.9334163575251468,0.4157509615533565,0.6745836595392517,1,0,1,1
390,s391,1,the walking dead,nan,"Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa Mcbride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh Mcdermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal",2021-07-26,2019,10,"classic & cult tv, tv action & adventure, tv dramas","In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.",5167532,47,98,85,trending,2,-0.9833082418666945,5.3,367.0,0.0,10.0,"Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa Mcbride","['wake', 'zombi', 'apocalypse,', 'survivor', 'hold', 'hope', 'human', 'band', 'togeth', 'wage', 'fight', 'survival.']","['young', 'help', 'film', 'finds', 'follows']",5.908082938168931,-0.8612369884149703,-1.1306791072689053,-0.9959580478419379,0,1,0,0
392,s393,0,django unchained,quentin tarantino,"Jamie Foxx, Christoph Waltz, Leonardo Dicaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson",2021-07-24,2012,7,"action & adventure, dramas","Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",41090505,41,79,100,trending,2,-0.0350391047972469,8.5,1763019.0,165.0,0.0,"Jamie Foxx, Christoph Waltz, Leonardo Dicaprio, Kerry Washington, Samuel L. Jackson","['accompani', 'german', 'bounti', 'hunter,', 'freed', 'slave', 'name', 'django', 'travel', 'across', 'america', 'free', 'wife', 'sadist', 'plantat', 'owner.']","['wife', 'young', 'help', 'film', 'finds']",14.38253880561515,1.8734728720652076,2.621196591179298,2.247334731622253,1,0,1,1
433,s434,0,milkwater,morgan ingari,"Molly Bernard, Patrick Breen, Robin De Jesús, Ava Eisenson, Ade Otukoya",2021-07-20,2020,10,"comedies, dramas, independent movies",Aimless 20-something Milo impulsively becomes a gay man’s surrogate and wrestles with the emotional complexities of her non-traditional decision.,108466267,86,60,83,trending,2,0.07245393728665177,6.2,243.0,102.0,0.0,"Molly Bernard, Patrick Breen, Robin De Jesús, Ava Eisenson, Ade Otukoya","['aimless', '20-someth', 'milo', 'impuls', 'becom', 'gay', 'man’', 'surrog', 'wrestl', 'emot', 'complex', 'non-tradit', 'decision.']","['man', 'help', 'film', 'finds', 'follows']",5.497168225293202,-0.09209984015491995,-1.312602401163863,-0.7023511206593915,0,1,0,0
437,s438,0,cosmic sin,edward drake,"Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, Perrey Reeves, C.J. Perry, Lochlyn Munro, Costas Mandylor, Adelaide Kane, Eva De Dominici, Sarah May Sommers, Trevor Gretzky",2021-07-17,2021,7,action & adventure,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet.",23589067,62,47,71,trending,2,-0.940661859713508,2.5,15486.0,88.0,0.0,"Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, Perrey Reeves","['year', '2524,', 'disgrac', 'retir', 'gener', 'call', 'back', 'combat', 'help', 'prevent', 'interstellar', 'war', 'hostil', 'alien', 'fleet.']","['war', 'year', 'help', 'young', 'film']",9.647756241316175,-3.254108116335126,0.5249775632804747,-1.3645652765273257,0,1,0,0
440,s441,1,explained,nan,Nan,2021-07-16,2021,10,"docuseries, science & nature tv","This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.",4300160,52,60,47,declining,2,-0.9961383971083556,7.0,2926.0,0.0,3.0,Nan,"['enlighten', 'seri', 'vox', 'dig', 'wide', 'rang', 'topic', 'rise', 'cryptocurrency,', 'diet', 'fail,', 'wild', 'world', 'k-pop.']","['wild', 'series', 'world', 'young', 'group']",7.9817332866918855,0.5915776249651243,-0.21261681850434663,0.18948040323038884,0,0,1,0
445,s446,0,the beguiled,sofia coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",2021-07-16,2017,7,"dramas, independent movies, thrillers","During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.",89531848,51,63,65,trending,2,0.3118128265171859,6.3,64183.0,94.0,0.0,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence","['civil', 'war,', 'wound', 'union', 'soldier', 'take', 'refug', 'southern', 'girl', 'school,', 'ruptur', 'calm', 'amid', 'grow', 'sexual', 'tension', 'infighting.']","['war', 'takes', 'school', 'young', 'girl']",11.069509237433492,-0.006640157014914706,1.1544268870794736,0.5738933650322795,1,0,1,0
446,s447,0,the book of henry,colin trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",2021-07-16,2017,6,dramas,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",116853250,83,96,67,trending,2,0.7243728350260957,6.6,29892.0,105.0,0.0,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris","['11-year-old', 'vow', 'help', 'new', 'neighbor', 'suspect', 'danger,', 'document', 'effort', 'seri', 'written', 'entri', 'audio', 'recordings.']","['year', 'help', 'old', 'series', 'new']",10.30537961825751,0.2497388924051018,0.816125597475284,0.5329322449401929,1,0,1,1
447,s448,0,the twilight saga: breaking dawn: part 1,bill condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Jackson Rathbone, Ashley Greene",2021-07-16,2011,6,"dramas, romantic movies","After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions.",102379001,72,59,72,trending,2,1.6057719458680402,4.9,259828.0,117.0,0.0,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli","['dream', 'wedding,', 'bella', 'edward', 'enter', 'new', 'nightmar', 'shock', 'develop', 'forc', 'life-or-death', 'decisions.']","['death', 'new', 'life', 'young', 'group']",12.46777900131551,-1.203075720974992,1.7734795353015684,0.2852019071632882,0,0,1,0
